epoch,step,train_loss
0,49,0.0367373488843441
0,99,0.015257102437317371
0,149,0.031724248081445694
0,199,0.05352292209863663
0,249,0.029384510591626167
0,299,0.049503471702337265
0,349,0.03393932059407234
0,399,0.028871243819594383
0,449,0.030048595741391182
0,499,0.056278519332408905
0,549,0.06407169997692108
0,599,0.034873660653829575
0,649,0.04098298400640488
0,699,0.046201422810554504
0,749,0.03845815360546112
0,799,0.04013202711939812
0,849,0.03861817345023155
0,899,0.04485846310853958
0,949,0.03475932031869888
0,999,0.04513075202703476
0,1049,0.059795081615448
0,1099,0.04094752296805382
0,1149,0.03305036202073097
0,1199,0.07294633239507675
0,1249,0.06615953892469406
0,1299,0.0696149542927742
0,1349,0.03989137336611748
0,1399,0.03433874249458313
0,1449,0.04911439120769501
0,1499,0.022728176787495613
0,1549,0.05441031605005264
0,1599,0.05248390883207321
0,1649,0.05661566182971001
0,1699,0.013620921410620213
0,1749,0.03328484669327736
0,1799,0.03865533322095871
0,1849,0.04667160287499428
0,1899,0.0247561763972044
0,1949,0.03030342236161232
0,1999,0.055904339998960495
0,2049,0.05473366379737854
0,2099,0.023221774026751518
0,2149,0.034704819321632385
0,2199,0.03640632703900337
0,2249,0.05202535167336464
0,2299,0.02513541467487812
0,2349,0.052491381764411926
0,2399,0.045530859380960464
0,2449,0.02944241277873516
0,2499,0.03613506630063057
0,2549,0.04414704814553261
0,2599,0.014192490838468075
0,2649,0.03157071769237518
0,2699,0.04432780295610428
0,2749,0.058412764221429825
0,2799,0.05728002265095711
0,2849,0.02800111100077629
0,2899,0.04189625382423401
0,2949,0.026613552123308182
0,2999,0.051177628338336945
0,3049,0.04699288308620453
0,3099,0.02275732345879078
0,3149,0.013258139602839947
0,3199,0.04445573687553406
0,3249,0.013858288526535034
0,3299,0.03390435874462128
0,3349,0.023564139381051064
0,3399,0.027581794187426567
0,3449,0.030955946072936058
0,3499,0.039300281554460526
0,3549,0.012282407842576504
0,3599,0.057664841413497925
0,3649,0.025019986554980278
0,3699,0.05374167114496231
0,3749,0.06781020015478134
0,3799,0.065709188580513
