epoch,step,train_loss
0,49,0.06491874903440475
0,99,0.038352858275175095
0,149,0.08213504403829575
0,199,0.060135792940855026
0,249,0.09960958361625671
0,299,0.07797965407371521
0,349,0.06901814788579941
0,399,0.08854803442955017
0,449,0.04978283867239952
0,499,0.06075991317629814
0,549,0.06511694937944412
0,599,0.04799698665738106
0,649,0.04759480804204941
0,699,0.05848705396056175
0,749,0.05681498721241951
0,799,0.04987289384007454
0,849,0.055175360292196274
0,899,0.04876222461462021
0,949,0.033535026013851166
0,999,0.04617365077137947
0,1049,0.062439195811748505
0,1099,0.046136077493429184
0,1149,0.037915997207164764
0,1199,0.09722335636615753
0,1249,0.10559605062007904
0,1299,0.07604917138814926
0,1349,0.04010593146085739
0,1399,0.033332910388708115
0,1449,0.056345224380493164
0,1499,0.044232066720724106
0,1549,0.056873537600040436
0,1599,0.06218201667070389
0,1649,0.08063912391662598
0,1699,0.02144463174045086
0,1749,0.0424930639564991
0,1799,0.05431525036692619
0,1849,0.05674869194626808
0,1899,0.036640021950006485
0,1949,0.031610146164894104
0,1999,0.05920134484767914
0,2049,0.058858148753643036
0,2099,0.02582835778594017
0,2149,0.06583273410797119
0,2199,0.03549003228545189
0,2249,0.05297339707612991
0,2299,0.02711869776248932
0,2349,0.056683070957660675
0,2399,0.07969927042722702
0,2449,0.0360998697578907
0,2499,0.05771429091691971
0,2549,0.04571160301566124
0,2599,0.017580853775143623
0,2649,0.02801579050719738
0,2699,0.04197028651833534
0,2749,0.06928400695323944
0,2799,0.061117902398109436
0,2849,0.040697503834962845
0,2899,0.05056076496839523
0,2949,0.04075748845934868
0,2999,0.052799779921770096
0,3049,0.05369161069393158
0,3099,0.02564801461994648
0,3149,0.01610967330634594
0,3199,0.046395860612392426
0,3249,0.020369617268443108
0,3299,0.03731430321931839
0,3349,0.03100142627954483
0,3399,0.03340031951665878
0,3449,0.041461311280727386
0,3499,0.043407246470451355
0,3549,0.016337204724550247
0,3599,0.0737500935792923
0,3649,0.029749250039458275
0,3699,0.0648118332028389
0,3749,0.08277168869972229
0,3799,0.059887759387493134
0,3849,0.04791657626628876
0,3899,0.023189477622509003
0,3949,0.05834854394197464
0,3999,0.05260204151272774
0,4049,0.02525665983557701
0,4099,0.05376143753528595
0,4149,0.011244011111557484
0,4199,0.05699634552001953
0,4249,0.0487736240029335
0,4299,0.05307485908269882
0,4349,0.05129485949873924
0,4399,0.03610965237021446
0,4449,0.04343835636973381
0,4499,0.04459020122885704
0,4549,0.06844591349363327
0,4599,0.05283626168966293
0,4649,0.06534865498542786
0,4699,0.05425143986940384
0,4749,0.05888577923178673
0,4799,0.07572460174560547
0,4849,0.050981488078832626
0,4899,0.040625665336847305
0,4949,0.04368726536631584
0,4999,0.04971306398510933
0,5049,0.05557966232299805
0,5099,0.04752403125166893
0,5149,0.015821846202015877
0,5199,0.08184020221233368
0,5249,0.05324931815266609
0,5299,0.05207386612892151
0,5349,0.052745308727025986
0,5399,0.03343995288014412
0,5449,0.05536246672272682
0,5499,0.05363461747765541
0,5549,0.05332817882299423
0,5599,0.046380605548620224
0,5649,0.06258725374937057
