epoch,step,test_loss,train_loss,val_loss
0,49,,0.0951404944062233,
0,99,,0.05443452671170235,
0,149,,0.049170590937137604,
0,199,,0.0427175834774971,
0,249,,0.07018644362688065,
0,299,,0.05859906226396561,
0,349,,0.05661552771925926,
0,399,,0.059503402560949326,
0,449,,0.11345434933900833,
0,499,,0.05525975301861763,
0,549,,0.05712377652525902,
0,599,,0.058648623526096344,
0,649,,0.05953742936253548,
0,699,,0.07474816590547562,
0,749,,0.0735410749912262,
0,799,,0.060335319489240646,
0,849,,0.05446358025074005,
0,899,,0.08991295099258423,
0,949,,0.058228638023138046,
0,999,,0.03397321328520775,
0,1049,,0.0647086352109909,
0,1099,,0.06203106418251991,
0,1149,,0.048365622758865356,
0,1199,,0.05384625494480133,
0,1249,,0.06939899176359177,
0,1299,,0.059739723801612854,
0,1349,,0.04591650888323784,
0,1399,,0.050145912915468216,
0,1449,,0.06893513351678848,
0,1499,,0.08601611107587814,
0,1549,,0.05414072051644325,
0,1599,,0.05363891273736954,
0,1649,,0.04266827180981636,
0,1699,,0.042765289545059204,
0,1749,,0.05813197046518326,
0,1799,,0.09315469115972519,
0,1849,,0.0597042441368103,
0,1899,,0.05355902016162872,
0,1949,,0.0605003722012043,
0,1999,,0.05283799767494202,
0,2049,,0.06072666123509407,
0,2099,,0.022794224321842194,
0,2149,,0.0596243217587471,
0,2199,,0.03045550547540188,
0,2249,,0.050562988966703415,
0,2299,,0.08097980916500092,
0,2349,,0.04720236733555794,
0,2399,,0.05371502414345741,
0,2449,,0.018906906247138977,
0,2499,,0.07226794958114624,
0,2549,,0.041858818382024765,
0,2599,,0.022894559428095818,
0,2649,,0.07108611613512039,
0,2699,,0.040212590247392654,
0,2749,,0.07695171982049942,
0,2799,,0.043323200196027756,
0,2849,,0.03866613656282425,
0,2899,,0.04872411489486694,
0,2949,,0.04502665624022484,
0,2999,,0.07368496060371399,
0,3049,,0.038877055048942566,
0,3099,,0.07321389019489288,
0,3149,,0.07366514950990677,
0,3199,,0.056493375450372696,
0,3249,,0.04352393001317978,
0,3299,,0.06028971076011658,
0,3349,,0.04594246670603752,
0,3399,,0.04954519495368004,
0,3449,,0.04784782975912094,
0,3499,,0.032180894166231155,
0,3549,,0.05722377449274063,
0,3599,,0.06593329459428787,
0,3649,,0.03972060978412628,
0,3699,,0.05362528935074806,
0,3749,,0.02132670022547245,
0,3799,,0.07269097864627838,
0,3849,,0.05092032998800278,
0,3899,,0.06043919548392296,
0,3949,,0.063614621758461,
0,3999,,0.03143388032913208,
0,4049,,0.045177116990089417,
0,4099,,0.04782611504197121,
0,4149,,0.009828799404203892,
0,4199,,0.050587788224220276,
0,4249,,0.10385958850383759,
0,4299,,0.06886725127696991,
0,4349,,0.05814789608120918,
0,4399,,0.06281834095716476,
0,4449,,0.05044570192694664,
0,4499,,0.07665441930294037,
0,4549,,0.01190001331269741,
0,4599,,0.0528162382543087,
0,4649,,0.03542540967464447,
0,4699,,0.06872507929801941,
0,4749,,0.031228847801685333,
0,4799,,0.05185601860284805,
0,4849,,0.047453489154577255,
0,4899,,0.008370091207325459,
0,4949,,0.07888533174991608,
0,4999,,0.05814165249466896,
0,5049,,0.047813985496759415,
0,5099,,0.04204107075929642,
0,5149,,0.06588316708803177,
0,5199,,0.058130718767642975,
0,5249,,0.04862331598997116,
0,5299,,0.0537748858332634,
0,5349,,0.037723273038864136,
0,5399,,0.043027352541685104,
0,5449,,0.034113842993974686,
0,5499,,0.033793069422245026,
0,5549,,0.032915472984313965,
0,5599,,0.059957582503557205,
0,5649,,0.03805208578705788,
0,5699,,0.03032478503882885,
0,5749,,0.06308712065219879,
0,5799,,0.04168243706226349,
0,5849,,0.03310195356607437,
0,5899,,0.07989306002855301,
0,5949,,0.1044035404920578,
0,5999,,0.031231900677084923,
0,6049,,0.05661959946155548,
0,6099,,0.06015016511082649,
0,6149,,0.06836444139480591,
0,6199,,0.061988454312086105,
0,6249,,0.03708616644144058,
0,6299,,0.05779700353741646,
0,6349,,0.009451284073293209,
0,6399,,0.044249407947063446,
0,6449,,0.048155900090932846,
0,6499,,0.05631178244948387,
0,6549,,0.05197421833872795,
0,6599,,0.045224759727716446,
0,6649,,0.0502169132232666,
0,6699,,0.04579328000545502,
0,6749,,0.080713652074337,
0,6799,,0.0878080353140831,
0,6849,,0.05543172359466553,
0,6899,,0.0925680473446846,
0,6949,,0.03475981205701828,
0,6999,,0.010607271455228329,
0,7049,,0.039892006665468216,
0,7099,,0.06380907446146011,
0,7149,,0.03617740422487259,
0,7199,,0.07512010633945465,
0,7249,,0.059145040810108185,
0,7299,,0.0703989788889885,
0,7349,,0.03865803778171539,
0,7399,,0.09564486145973206,
0,7449,,0.04659130051732063,
0,7499,,0.04671352729201317,
0,7549,,0.06823714822530746,
0,7599,,0.05942797660827637,
0,7649,,0.06753005087375641,
0,7699,,0.01100106630474329,
0,7749,,0.01243845745921135,
0,7799,,0.04167835786938667,
0,7849,,0.04336511716246605,
0,7899,,0.008990163914859295,
0,7949,,0.02615182287991047,
0,7999,,0.03331897035241127,
0,8049,,0.058597058057785034,
0,8099,,0.045931268483400345,
0,8149,,0.03145535662770271,
0,8199,,0.04361119121313095,
0,8249,,0.033243194222450256,
0,8299,,0.03374915197491646,
0,8349,,0.05507734790444374,
0,8399,,0.06331975758075714,
0,8449,,0.03589610010385513,
0,8499,,0.012140767648816109,
0,8549,,0.03785562887787819,
0,8599,,0.0515015535056591,
0,8649,,0.07224296033382416,
0,8699,,0.0776006430387497,
0,8749,,0.01562657579779625,
0,8799,,0.05686555057764053,
0,8849,,0.029911819845438004,
0,8899,,0.05598311498761177,
0,8949,,0.04265405610203743,
0,8999,,0.07109234482049942,
0,9049,,0.047938112169504166,
0,9099,,0.04509855806827545,
0,9149,,0.04948271065950394,
0,9199,,0.033071309328079224,
0,9249,,0.046475790441036224,
0,9299,,0.03792189061641693,
0,9349,,0.03003436140716076,
0,9399,,0.07865429669618607,
0,9449,,0.01206693984568119,
0,9499,,0.04120037332177162,
0,9549,,0.04548880457878113,
0,9599,,0.03217478469014168,
0,9649,,0.07846668362617493,
0,9699,,0.040981046855449677,
0,9749,,0.04590991139411926,
0,9799,,0.05679124966263771,
0,9849,,0.03871584311127663,
0,9899,,0.07361543923616409,
0,9949,,0.08650956302881241,
0,9999,,0.04560191184282303,
0,10049,,0.03834696486592293,
0,10099,,0.027544450014829636,
0,10149,,0.04060487449169159,
0,10199,,0.06548455357551575,
0,10249,,0.031515054404735565,
0,10299,,0.0367305763065815,
0,10349,,0.03707456588745117,
0,10399,,0.05209982022643089,
0,10449,,0.04680882394313812,
0,10499,,0.047989342361688614,
0,10549,,0.0685305967926979,
0,10599,,0.037365030497312546,
0,10649,,0.07327856123447418,
0,10699,,0.039966829121112823,
0,10749,,0.0669734925031662,
0,10799,,0.06329620629549026,
0,10849,,0.06307337433099747,
0,10899,,0.0823429599404335,
0,10949,,0.03531969338655472,
0,10999,,0.04384694620966911,
0,11049,,0.04944763332605362,
0,11099,,0.04274178296327591,
0,11149,,0.05969160795211792,
0,11199,,0.038155026733875275,
0,11249,,0.028580738231539726,
0,11299,,0.043500352650880814,
0,11349,,0.058659449219703674,
0,11399,,0.012299164198338985,
0,11449,,0.04968564212322235,
0,11499,,0.04377122223377228,
0,11549,,0.0408075787127018,
0,11599,,0.029225612059235573,
0,11649,,0.08405294269323349,
0,11699,,0.045344654470682144,
0,11749,,0.010773416608572006,
0,11799,,0.04637346416711807,
